Flight Number,PassengerID,Airline,Origin,Destination,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay (min),Arrival Delay (min),Delay Reason,Passenger Satisfaction,Survey Score,Comments,Number of Passengers,Date,Delay Duration (minutes),Flight Status
FN9007,PAX1729,JetStream,ATL,MIA,09:42,10:16,11:23,11:57,34,34,None,Low,1,Friendly staff.,261,2024-12-06,34,Delayed
FN9015,PAX1730,FlyHigh,LAX,BOS,03:11,03:39,06:12,06:40,28,28,None,Medium,4,Friendly staff.,58,2024-10-08,28,Delayed
FN6152,PAX1731,JetStream,LAX,PHX,04:32,05:02,08:27,08:57,30,30,Technical,Medium,5,Great service!,129,2024-03-03,30,Delayed
FN4409,PAX1732,CloudAir,ORD,PHX,14:09,14:37,16:47,17:15,28,28,Crew,Medium,5,Uncomfortable seats.,234,2024-08-04,28,Delayed
FN1656,PAX1733,AirNova,LAX,SEA,07:16,07:44,09:37,10:05,28,28,None,Medium,3,,54,2024-12-07,28,Delayed
FN6041,PAX1734,AirNova,JFK,PHX,00:32,01:02,04:18,04:48,30,30,None,Medium,4,Smooth flight.,275,2024-11-10,30,Delayed
FN5648,PAX1735,CloudAir,ATL,MIA,13:54,14:11,16:17,16:34,17,17,Technical,Medium,2,,258,2024-10-09,17,Delayed
FN2671,PAX1736,FlyHigh,JFK,PHX,20:24,20:57,23:56,00:03,33,7,None,Medium,2,Great service!,144,2024-06-25,7,Delayed
FN7034,PAX1737,AirNova,DFW,PHX,04:13,04:48,06:55,07:30,35,35,Crew,Low,5,Uncomfortable seats.,126,2024-04-07,35,Delayed
FN4148,PAX1738,JetStream,DFW,SEA,03:29,03:59,06:35,07:05,30,30,Weather,Medium,5,Delay was frustrating.,212,2024-04-14,30,Delayed
FN2472,PAX1739,AirNova,ATL,MIA,09:01,09:36,11:30,12:05,35,35,Weather,Low,5,Uncomfortable seats.,85,2024-04-08,35,Delayed
FN9708,PAX1740,AirNova,ATL,PHX,12:26,12:55,15:19,15:48,29,29,Weather,Medium,4,Smooth flight.,280,2024-11-06,29,Delayed
FN1623,PAX1741,AirNova,JFK,SEA,11:26,11:53,13:41,14:08,27,27,Weather,Medium,4,Great service!,238,2024-01-06,27,Delayed
FN2573,PAX1742,FlyHigh,DFW,SEA,22:09,22:37,00:00,00:28,28,28,None,Medium,4,,135,2024-07-15,28,Delayed
FN5635,PAX1743,SkyJet,JFK,SEA,19:20,19:56,21:59,22:35,36,36,Weather,Low,5,Uncomfortable seats.,81,2024-12-16,36,Delayed
FN4659,PAX1744,JetStream,ORD,PHX,13:12,13:29,15:23,15:40,17,17,None,Medium,5,Delay was frustrating.,219,2024-05-12,17,Delayed
FN2292,PAX1745,FlyHigh,DFW,PHX,07:24,07:56,10:13,10:45,32,32,None,Low,4,Smooth flight.,81,2024-12-23,32,Delayed
FN9751,PAX1746,AirNova,ATL,PHX,05:02,05:29,06:53,07:20,27,27,Technical,Medium,1,Uncomfortable seats.,120,2024-09-15,27,Delayed
FN1430,PAX1747,FlyHigh,ATL,MIA,19:24,20:04,21:18,21:58,40,40,None,Low,4,Smooth flight.,172,2024-01-23,40,Delayed
FN7939,PAX1748,JetStream,ATL,MIA,07:23,08:06,10:23,11:06,43,43,Weather,Low,3,Great service!,73,2024-02-22,43,Delayed
FN6467,PAX1749,CloudAir,DFW,PHX,12:25,12:52,15:35,16:02,27,27,Weather,Medium,1,Uncomfortable seats.,290,2024-06-13,27,Delayed
FN4424,PAX1750,AirNova,ATL,DEN,23:45,00:14,02:55,03:24,29,29,Weather,Medium,4,,275,2024-07-20,29,Delayed
FN7739,PAX1751,CloudAir,ORD,MIA,01:15,01:56,04:45,05:26,41,41,None,Low,1,Delay was frustrating.,224,2024-03-23,41,Delayed
FN5023,PAX1752,AirNova,LAX,SEA,12:20,12:49,14:24,14:53,29,29,Crew,Medium,5,Friendly staff.,184,2024-05-24,29,Delayed
FN8634,PAX1753,FlyHigh,DFW,DEN,19:52,20:19,21:36,22:03,27,27,Weather,Medium,4,Friendly staff.,281,2024-03-25,27,Delayed
FN1731,PAX1754,SkyJet,LAX,SEA,08:22,08:40,11:56,12:14,18,18,Weather,Medium,3,Friendly staff.,184,2024-03-18,18,Delayed
FN8171,PAX1755,JetStream,ORD,SEA,00:40,01:07,03:59,03:57,27,-2,Weather,High,1,Friendly staff.,66,2024-01-01,0,On Time
FN5975,PAX1756,JetStream,JFK,SEA,09:02,09:32,12:18,12:48,30,30,Technical,Medium,5,Friendly staff.,295,2024-02-20,30,Delayed
FN8145,PAX1757,JetStream,ATL,DEN,23:02,23:35,02:54,03:27,33,33,Weather,Low,3,,221,2024-06-21,33,Delayed
FN5330,PAX1758,FlyHigh,LAX,SEA,09:59,10:25,13:00,13:26,26,26,Technical,Medium,1,Great service!,145,2024-07-23,26,Delayed
FN7539,PAX1759,SkyJet,LAX,MIA,08:57,09:19,12:08,12:30,22,22,Technical,Medium,3,Smooth flight.,163,2024-09-16,22,Delayed
FN6740,PAX1760,SkyJet,ATL,MIA,10:22,10:43,13:31,13:52,21,21,Technical,Medium,3,Great service!,176,2024-10-14,21,Delayed
FN5008,PAX1761,JetStream,DFW,MIA,07:24,07:52,09:03,09:31,28,28,Weather,Medium,5,,221,2024-02-03,28,Delayed
FN5350,PAX1762,CloudAir,ORD,SEA,11:15,11:39,14:35,14:32,24,-3,None,High,5,Uncomfortable seats.,239,2024-12-13,0,On Time
FN2689,PAX1763,AirNova,JFK,MIA,12:35,12:58,14:33,14:56,23,23,None,Medium,4,Great service!,171,2024-04-04,23,Delayed
FN2461,PAX1764,AirNova,ATL,MIA,09:20,09:59,12:35,13:14,39,39,Weather,Low,4,Uncomfortable seats.,261,2024-03-12,39,Delayed
FN9744,PAX1765,AirNova,ORD,MIA,20:14,20:50,21:51,22:27,36,36,Weather,Low,3,Great service!,275,2024-02-08,36,Delayed
FN9464,PAX1766,CloudAir,ATL,SEA,20:19,20:45,23:34,00:00,26,26,Weather,Medium,3,Great service!,69,2024-06-02,26,Delayed
FN4724,PAX1767,SkyJet,DFW,BOS,18:31,19:04,21:18,21:51,33,33,Weather,Low,4,,243,2024-09-06,33,Delayed
FN2384,PAX1768,SkyJet,ORD,DEN,17:24,17:49,21:21,21:46,25,25,None,Medium,2,Great service!,174,2024-06-10,25,Delayed
FN7999,PAX1769,CloudAir,ATL,DEN,07:45,08:13,09:35,09:31,28,-4,Technical,High,1,Friendly staff.,299,2024-04-27,0,On Time
FN4659,PAX1770,FlyHigh,ORD,BOS,08:27,09:01,11:31,11:33,34,2,Technical,Medium,2,Smooth flight.,112,2024-09-15,2,Delayed
FN2830,PAX1771,SkyJet,JFK,MIA,00:00,00:28,03:42,04:10,28,28,Weather,Medium,5,Great service!,278,2024-11-01,28,Delayed
FN6024,PAX1772,CloudAir,LAX,BOS,00:48,01:24,03:44,04:20,36,36,Weather,Low,3,Uncomfortable seats.,235,2024-09-24,36,Delayed
FN6745,PAX1773,SkyJet,ORD,DEN,14:06,14:36,15:52,16:22,30,30,None,Medium,3,Delay was frustrating.,168,2024-02-23,30,Delayed
FN1770,PAX1774,SkyJet,ORD,DEN,12:37,13:14,14:12,14:14,37,2,Technical,Medium,5,Great service!,101,2024-08-23,2,Delayed
FN7025,PAX1775,FlyHigh,ATL,BOS,05:31,05:59,08:08,08:36,28,28,Technical,Medium,2,Smooth flight.,99,2024-08-09,28,Delayed
FN6704,PAX1776,SkyJet,ORD,SEA,00:41,01:14,02:29,03:02,33,33,None,Low,4,,200,2024-09-07,33,Delayed
FN6731,PAX1777,FlyHigh,DFW,MIA,10:50,11:17,14:22,14:49,27,27,Technical,Medium,4,Delay was frustrating.,239,2024-11-08,27,Delayed
FN2434,PAX1778,CloudAir,DFW,DEN,17:03,17:26,18:41,19:04,23,23,None,Medium,3,Friendly staff.,59,2024-04-21,23,Delayed
FN7065,PAX1779,AirNova,LAX,MIA,23:21,23:43,01:53,02:15,22,22,Weather,Medium,5,Great service!,228,2024-09-11,22,Delayed
FN2249,PAX1780,JetStream,JFK,SEA,17:37,18:05,19:22,19:50,28,28,Technical,Medium,4,Friendly staff.,152,2024-10-29,28,Delayed
FN8096,PAX1781,JetStream,ATL,SEA,05:48,06:23,08:12,08:47,35,35,Weather,Low,5,Great service!,74,2024-07-25,35,Delayed
FN9720,PAX1782,AirNova,LAX,SEA,18:26,18:51,20:07,20:08,25,1,Technical,Medium,3,Great service!,119,2024-08-16,1,Delayed
FN1890,PAX1783,FlyHigh,LAX,BOS,20:33,20:58,23:22,23:22,25,0,None,High,2,Friendly staff.,139,2024-12-06,0,On Time
FN9592,PAX1784,SkyJet,LAX,PHX,05:18,05:47,08:55,08:57,29,2,Weather,Medium,4,,198,2024-03-06,2,Delayed
FN8641,PAX1785,FlyHigh,ORD,MIA,09:29,10:04,12:47,13:22,35,35,Crew,Low,5,,183,2024-03-15,35,Delayed
FN8236,PAX1786,SkyJet,JFK,MIA,09:42,10:17,12:47,13:22,35,35,Weather,Low,1,Uncomfortable seats.,233,2024-04-12,35,Delayed
FN8614,PAX1787,FlyHigh,ORD,MIA,22:21,22:48,00:27,00:54,27,27,None,Medium,5,,67,2024-07-10,27,Delayed
FN2151,PAX1788,AirNova,ORD,DEN,15:59,16:36,19:43,20:20,37,37,Weather,Low,2,,225,2024-09-08,37,Delayed
FN8494,PAX1789,SkyJet,JFK,SEA,07:26,07:58,10:36,11:08,32,32,Technical,Low,2,Great service!,251,2024-08-13,32,Delayed
FN8073,PAX1790,AirNova,DFW,PHX,14:27,15:01,17:31,17:38,34,7,Weather,Medium,1,Smooth flight.,183,2024-10-20,7,Delayed
FN8252,PAX1791,CloudAir,ORD,SEA,02:18,02:41,04:29,04:38,23,9,Technical,Medium,5,Great service!,86,2024-11-01,9,Delayed
FN9328,PAX1792,AirNova,DFW,DEN,02:19,02:52,04:33,05:06,33,33,Weather,Low,2,Great service!,68,2024-04-07,33,Delayed
FN3169,PAX1793,SkyJet,ATL,SEA,05:42,06:12,09:32,10:02,30,30,Weather,Medium,5,Smooth flight.,285,2024-12-03,30,Delayed
FN5759,PAX1794,SkyJet,ATL,DEN,06:21,06:48,09:24,09:51,27,27,Crew,Medium,5,Great service!,247,2024-10-12,27,Delayed
FN1815,PAX1795,SkyJet,DFW,MIA,02:49,03:24,05:30,05:25,35,-5,Weather,High,1,Great service!,210,2024-11-30,0,On Time
FN8248,PAX1796,SkyJet,JFK,BOS,13:40,14:16,16:22,16:58,36,36,None,Low,3,,206,2024-12-12,36,Delayed
FN1347,PAX1797,JetStream,ATL,PHX,17:27,17:50,21:10,21:33,23,23,None,Medium,4,Great service!,114,2024-11-03,23,Delayed
FN3274,PAX1798,FlyHigh,DFW,DEN,16:30,16:58,19:38,20:06,28,28,Technical,Medium,2,Smooth flight.,189,2024-09-05,28,Delayed
FN9471,PAX1799,FlyHigh,LAX,DEN,17:25,17:56,21:09,21:40,31,31,None,Low,2,Great service!,213,2024-06-14,31,Delayed
FN4033,PAX1800,AirNova,ATL,MIA,15:19,15:54,18:47,19:22,35,35,Weather,Low,1,Uncomfortable seats.,264,2024-11-30,35,Delayed
FN3815,PAX1801,FlyHigh,JFK,SEA,23:28,00:03,02:27,02:33,35,6,None,Medium,2,Delay was frustrating.,191,2024-01-30,6,Delayed
FN4231,PAX1802,JetStream,JFK,BOS,10:34,11:09,14:06,14:41,35,35,Weather,Low,5,Great service!,202,2024-09-03,35,Delayed
FN4688,PAX1803,SkyJet,JFK,MIA,06:26,06:53,08:57,09:24,27,27,Technical,Medium,2,Smooth flight.,223,2024-04-15,27,Delayed
FN4598,PAX1804,JetStream,LAX,BOS,02:14,02:52,04:38,05:16,38,38,Weather,Low,5,Uncomfortable seats.,270,2024-02-20,38,Delayed
FN5406,PAX1805,JetStream,DFW,PHX,08:22,08:44,11:11,11:33,22,22,Weather,Medium,1,Great service!,241,2024-03-21,22,Delayed
FN1076,PAX1806,SkyJet,ATL,MIA,12:09,12:39,14:25,14:55,30,30,None,Medium,5,Smooth flight.,221,2024-05-12,30,Delayed
FN4495,PAX1807,AirNova,DFW,MIA,08:08,08:33,11:33,11:58,25,25,None,Medium,2,,117,2024-10-11,25,Delayed
FN1784,PAX1808,AirNova,DFW,PHX,06:30,07:01,10:02,10:33,31,31,Technical,Low,5,,100,2024-05-17,31,Delayed
FN6396,PAX1809,CloudAir,ORD,SEA,15:51,16:28,18:08,18:45,37,37,Weather,Low,3,Great service!,125,2024-07-02,37,Delayed
FN7676,PAX1810,AirNova,DFW,MIA,10:45,11:07,12:22,12:44,22,22,Crew,Medium,5,Great service!,226,2024-11-25,22,Delayed
FN9787,PAX1811,CloudAir,ATL,PHX,04:52,05:23,07:22,07:53,31,31,None,Low,4,Smooth flight.,79,2024-09-29,31,Delayed
FN9554,PAX1812,JetStream,ATL,DEN,09:09,09:45,13:01,13:37,36,36,Technical,Low,3,Smooth flight.,64,2024-12-05,36,Delayed
FN6688,PAX1813,SkyJet,ORD,DEN,00:26,00:52,02:47,03:13,26,26,Technical,Medium,4,,246,2024-03-09,26,Delayed
FN8874,PAX1814,CloudAir,DFW,SEA,04:14,04:40,07:55,08:03,26,8,Weather,Medium,4,Great service!,246,2024-02-03,8,Delayed
FN5656,PAX1815,JetStream,LAX,DEN,11:07,11:33,13:49,13:58,26,9,Technical,Medium,5,,118,2024-09-18,9,Delayed
FN6493,PAX1816,JetStream,ATL,SEA,23:55,00:34,02:39,03:18,39,39,Crew,Low,3,Smooth flight.,72,2024-02-22,39,Delayed
FN1329,PAX1817,SkyJet,ORD,DEN,20:40,21:08,23:54,00:22,28,28,Technical,Medium,3,Friendly staff.,51,2024-07-23,28,Delayed
FN9411,PAX1818,JetStream,ORD,SEA,07:41,08:02,11:19,11:40,21,21,None,Medium,4,,145,2024-05-05,21,Delayed
FN8644,PAX1819,JetStream,DFW,PHX,13:47,14:13,17:07,17:33,26,26,Technical,Medium,5,,177,2024-08-22,26,Delayed
FN8391,PAX1820,AirNova,ATL,SEA,23:37,00:07,02:36,03:06,30,30,Technical,Medium,4,Friendly staff.,169,2024-02-12,30,Delayed
FN2816,PAX1821,AirNova,DFW,PHX,09:31,09:59,11:44,12:12,28,28,Technical,Medium,5,Friendly staff.,59,2024-08-27,28,Delayed
FN6660,PAX1822,CloudAir,DFW,BOS,17:38,18:26,19:15,20:03,48,48,None,Low,5,Great service!,53,2024-04-20,48,Delayed
FN6604,PAX1823,SkyJet,ORD,SEA,19:18,19:42,21:06,21:30,24,24,None,Medium,5,,194,2024-09-05,24,Delayed
FN3400,PAX1824,SkyJet,ORD,DEN,07:46,08:13,10:56,11:23,27,27,Weather,Medium,5,Great service!,205,2024-05-30,27,Delayed
FN3280,PAX1825,CloudAir,ORD,PHX,18:33,19:17,21:18,22:02,44,44,Crew,Low,5,Smooth flight.,157,2024-07-01,44,Delayed
FN3107,PAX1826,CloudAir,DFW,MIA,11:43,12:13,14:53,15:23,30,30,Crew,Medium,3,,249,2024-12-01,30,Delayed
FN1916,PAX1827,CloudAir,LAX,DEN,08:28,08:54,10:33,10:59,26,26,Weather,Medium,3,,61,2024-04-04,26,Delayed
FN4527,PAX1828,SkyJet,ATL,PHX,15:44,16:09,19:32,19:34,25,2,Technical,Medium,5,Friendly staff.,170,2024-01-08,2,Delayed
FN2665,PAX1829,AirNova,ATL,MIA,12:04,12:30,14:19,14:45,26,26,Technical,Medium,4,Great service!,244,2024-12-25,26,Delayed
FN9823,PAX1830,JetStream,DFW,SEA,12:40,13:02,15:27,15:49,22,22,Technical,Medium,5,Great service!,207,2024-07-02,22,Delayed
FN3952,PAX1831,JetStream,JFK,PHX,15:21,15:52,18:07,18:38,31,31,None,Low,5,Friendly staff.,135,2024-10-07,31,Delayed
FN1537,PAX1832,AirNova,JFK,MIA,19:27,20:02,22:42,23:17,35,35,Crew,Low,4,Friendly staff.,166,2024-07-13,35,Delayed
FN1761,PAX1833,SkyJet,ORD,SEA,05:08,05:30,06:53,06:53,22,0,Technical,High,1,Delay was frustrating.,259,2024-12-17,0,On Time
FN1561,PAX1834,SkyJet,LAX,BOS,18:36,19:11,20:11,20:46,35,35,Technical,Low,5,Great service!,173,2024-07-13,35,Delayed
FN2183,PAX1835,FlyHigh,DFW,SEA,18:21,18:53,20:10,20:42,32,32,Weather,Low,4,Uncomfortable seats.,265,2024-06-03,32,Delayed
FN5791,PAX1836,FlyHigh,ORD,SEA,21:51,22:18,00:13,00:40,27,27,Weather,Medium,5,Smooth flight.,241,2024-04-02,27,Delayed
FN2919,PAX1837,SkyJet,DFW,MIA,04:04,04:22,07:13,07:31,18,18,None,Medium,5,Smooth flight.,170,2024-06-08,18,Delayed
FN7189,PAX1838,AirNova,DFW,BOS,17:40,18:10,21:34,22:04,30,30,Weather,Medium,4,Smooth flight.,248,2024-03-01,30,Delayed
FN1839,PAX1839,FlyHigh,ATL,BOS,13:13,13:50,15:28,16:05,37,37,Technical,Low,4,Smooth flight.,126,2024-05-01,37,Delayed
FN7446,PAX1840,AirNova,JFK,BOS,23:32,00:11,02:00,02:39,39,39,None,Low,5,,146,2024-02-20,39,Delayed
FN9609,PAX1841,FlyHigh,JFK,BOS,06:15,06:49,10:07,10:41,34,34,None,Low,4,Great service!,58,2024-10-03,34,Delayed
FN6715,PAX1842,CloudAir,LAX,PHX,00:20,01:01,04:10,04:51,41,41,Crew,Low,4,Smooth flight.,185,2024-01-05,41,Delayed
FN1479,PAX1843,SkyJet,JFK,PHX,16:37,17:02,19:41,19:48,25,7,Technical,Medium,4,Delay was frustrating.,144,2024-04-01,7,Delayed
FN8128,PAX1844,SkyJet,ATL,MIA,00:24,01:00,03:20,03:56,36,36,Weather,Low,3,Smooth flight.,183,2024-06-18,36,Delayed
FN4093,PAX1845,AirNova,ORD,DEN,00:39,01:07,03:05,03:33,28,28,None,Medium,5,,77,2024-11-12,28,Delayed
FN3340,PAX1846,AirNova,ORD,DEN,16:32,16:58,18:25,18:51,26,26,Technical,Medium,4,,227,2024-01-22,26,Delayed
FN6878,PAX1847,FlyHigh,ORD,DEN,12:14,12:46,15:12,15:44,32,32,Technical,Low,4,Smooth flight.,103,2024-11-21,32,Delayed
FN6531,PAX1848,AirNova,DFW,DEN,21:52,22:23,00:38,01:09,31,31,None,Low,4,Smooth flight.,60,2024-01-01,31,Delayed
FN4996,PAX1849,FlyHigh,JFK,DEN,07:14,07:55,09:00,09:41,41,41,Crew,Low,4,Smooth flight.,112,2024-05-12,41,Delayed
FN2614,PAX1850,SkyJet,JFK,MIA,10:20,11:10,12:47,12:43,50,-4,None,High,3,Smooth flight.,66,2024-08-20,0,On Time
FN4216,PAX1851,JetStream,LAX,PHX,16:08,16:38,19:19,19:49,30,30,Crew,Medium,5,Great service!,247,2024-01-12,30,Delayed
FN1978,PAX1852,CloudAir,ATL,PHX,05:49,06:15,08:45,09:11,26,26,None,Medium,4,,111,2024-12-11,26,Delayed
FN4535,PAX1853,JetStream,DFW,BOS,15:47,16:20,17:25,17:29,33,4,None,Medium,4,,207,2024-02-15,4,Delayed
FN2049,PAX1854,CloudAir,DFW,BOS,02:51,03:24,05:54,06:27,33,33,None,Low,3,Great service!,103,2024-02-03,33,Delayed
FN6172,PAX1855,SkyJet,LAX,MIA,14:29,15:03,17:37,18:11,34,34,None,Low,2,,295,2024-03-18,34,Delayed
FN3711,PAX1856,CloudAir,DFW,DEN,16:58,17:21,19:53,20:16,23,23,None,Medium,5,Smooth flight.,170,2024-08-05,23,Delayed
FN5213,PAX1857,AirNova,DFW,MIA,06:09,06:43,09:51,10:25,34,34,None,Low,1,Friendly staff.,173,2024-10-27,34,Delayed
FN2919,PAX1858,SkyJet,ORD,MIA,13:41,14:13,17:06,17:38,32,32,None,Low,4,Great service!,216,2024-03-13,32,Delayed
FN1246,PAX1859,CloudAir,ORD,BOS,11:03,11:26,13:41,14:04,23,23,Technical,Medium,4,Friendly staff.,114,2024-10-08,23,Delayed
FN7621,PAX1860,JetStream,ATL,DEN,06:42,07:14,08:58,09:30,32,32,None,Low,5,,60,2024-09-05,32,Delayed
FN3459,PAX1861,JetStream,ORD,SEA,14:17,14:43,16:38,17:04,26,26,None,Medium,4,,76,2024-02-16,26,Delayed
FN2469,PAX1862,JetStream,ORD,DEN,03:21,03:51,07:01,07:31,30,30,Weather,Medium,5,,219,2024-04-30,30,Delayed
FN5654,PAX1863,AirNova,JFK,BOS,09:13,09:49,11:57,12:33,36,36,Technical,Low,2,Delay was frustrating.,247,2024-08-01,36,Delayed
FN7208,PAX1864,AirNova,ORD,SEA,03:25,03:53,06:27,06:55,28,28,Weather,Medium,3,,77,2024-08-26,28,Delayed
FN5231,PAX1865,AirNova,ATL,PHX,03:48,04:20,07:40,08:12,32,32,Weather,Low,3,Friendly staff.,167,2024-02-25,32,Delayed
FN5008,PAX1866,AirNova,ORD,PHX,15:51,16:24,19:15,19:48,33,33,None,Low,5,Friendly staff.,240,2024-12-15,33,Delayed
FN4247,PAX1867,FlyHigh,JFK,BOS,21:47,22:17,01:36,02:06,30,30,Technical,Medium,3,,85,2024-04-16,30,Delayed
FN1949,PAX1868,AirNova,ATL,PHX,08:20,08:44,11:15,11:39,24,24,Crew,Medium,5,Great service!,228,2024-11-14,24,Delayed
FN5919,PAX1869,SkyJet,ATL,SEA,14:10,14:36,17:18,17:44,26,26,None,Medium,5,Friendly staff.,119,2024-02-17,26,Delayed
FN8050,PAX1870,SkyJet,JFK,SEA,06:48,07:18,10:04,10:02,30,-2,Weather,High,3,Great service!,135,2024-03-01,0,On Time
FN8956,PAX1871,JetStream,ATL,DEN,06:44,07:09,10:18,10:43,25,25,None,Medium,3,Smooth flight.,160,2024-12-02,25,Delayed
FN3419,PAX1872,AirNova,JFK,MIA,07:10,07:45,09:17,09:20,35,3,Technical,Medium,4,Smooth flight.,257,2024-01-26,3,Delayed
FN3430,PAX1873,AirNova,LAX,SEA,08:42,09:09,11:23,11:50,27,27,None,Medium,5,Smooth flight.,66,2024-10-18,27,Delayed
FN3280,PAX1874,SkyJet,JFK,MIA,08:03,08:44,11:33,12:14,41,41,Crew,Low,4,Friendly staff.,277,2024-09-13,41,Delayed
FN5597,PAX1875,JetStream,ORD,MIA,06:36,07:07,08:26,08:57,31,31,Crew,Low,1,Delay was frustrating.,253,2024-01-08,31,Delayed
FN3369,PAX1876,SkyJet,JFK,PHX,19:42,20:08,22:52,22:56,26,4,None,Medium,3,Uncomfortable seats.,86,2024-04-22,4,Delayed
FN6562,PAX1877,AirNova,ATL,PHX,15:20,15:59,17:52,18:31,39,39,None,Low,2,,115,2024-12-20,39,Delayed
FN2440,PAX1878,FlyHigh,DFW,BOS,20:42,21:18,00:02,00:38,36,36,Technical,Low,2,Friendly staff.,270,2024-09-09,36,Delayed
FN9792,PAX1879,JetStream,JFK,MIA,18:13,18:40,21:54,22:21,27,27,None,Medium,1,,149,2024-06-28,27,Delayed
FN6977,PAX1880,SkyJet,LAX,PHX,20:04,20:32,23:17,23:45,28,28,None,Medium,4,Delay was frustrating.,199,2024-07-25,28,Delayed
FN9625,PAX1881,CloudAir,ORD,PHX,15:22,15:44,18:16,18:22,22,6,None,Medium,5,Delay was frustrating.,225,2024-10-29,6,Delayed
FN3010,PAX1882,CloudAir,ORD,MIA,20:27,20:47,22:39,22:59,20,20,Weather,Medium,1,Great service!,186,2024-05-06,20,Delayed
FN9888,PAX1883,FlyHigh,LAX,BOS,01:10,01:36,04:20,04:46,26,26,Crew,Medium,3,,231,2024-02-25,26,Delayed
FN1702,PAX1884,JetStream,LAX,DEN,18:31,19:01,20:03,20:33,30,30,Technical,Medium,1,Great service!,162,2024-08-01,30,Delayed
FN4952,PAX1885,JetStream,DFW,DEN,22:12,22:44,00:35,01:07,32,32,Weather,Low,4,Great service!,52,2024-01-14,32,Delayed
FN9605,PAX1886,JetStream,ORD,MIA,19:16,19:41,21:17,21:42,25,25,None,Medium,3,,107,2024-01-28,25,Delayed
FN3415,PAX1887,AirNova,JFK,BOS,06:28,07:04,08:54,09:30,36,36,Crew,Low,4,Great service!,231,2024-03-18,36,Delayed
FN6287,PAX1888,FlyHigh,ORD,DEN,00:12,00:46,03:42,04:16,34,34,Technical,Low,1,Smooth flight.,80,2024-08-03,34,Delayed
FN1131,PAX1889,SkyJet,DFW,SEA,04:48,05:15,08:46,09:13,27,27,Technical,Medium,3,Smooth flight.,94,2024-12-30,27,Delayed
FN4574,PAX1890,SkyJet,JFK,MIA,08:28,09:04,11:09,11:04,36,-5,None,High,5,,100,2024-06-02,0,On Time
FN4414,PAX1891,JetStream,LAX,PHX,22:41,23:03,00:20,00:17,22,-3,Weather,High,3,Delay was frustrating.,149,2024-01-14,0,On Time
FN3666,PAX1892,AirNova,JFK,MIA,22:04,22:28,00:12,00:36,24,24,Crew,Medium,1,,159,2024-07-05,24,Delayed
FN1613,PAX1893,FlyHigh,JFK,PHX,02:44,03:26,05:31,06:13,42,42,Weather,Low,4,Delay was frustrating.,131,2024-11-07,42,Delayed
FN2451,PAX1894,FlyHigh,LAX,PHX,08:41,09:13,12:06,12:38,32,32,Weather,Low,3,Friendly staff.,93,2024-01-07,32,Delayed
FN1492,PAX1895,AirNova,JFK,BOS,23:00,23:28,01:27,01:55,28,28,None,Medium,3,Friendly staff.,122,2024-01-03,28,Delayed
FN4325,PAX1896,CloudAir,LAX,SEA,03:40,04:04,07:08,07:32,24,24,Weather,Medium,3,Friendly staff.,267,2024-04-20,24,Delayed
FN7569,PAX1897,SkyJet,ORD,DEN,08:50,09:24,11:25,11:59,34,34,Technical,Low,4,Delay was frustrating.,128,2024-08-25,34,Delayed
FN9992,PAX1898,CloudAir,JFK,PHX,02:38,03:04,05:38,06:04,26,26,None,Medium,4,,163,2024-12-28,26,Delayed
FN2385,PAX1899,CloudAir,LAX,SEA,17:58,18:17,19:43,20:02,19,19,Weather,Medium,3,Great service!,111,2024-08-26,19,Delayed
FN3837,PAX1900,AirNova,DFW,SEA,13:28,13:57,15:24,15:53,29,29,Technical,Medium,2,Smooth flight.,130,2024-09-30,29,Delayed
FN7339,PAX1901,AirNova,DFW,BOS,11:00,11:27,14:50,15:17,27,27,Weather,Medium,4,Friendly staff.,128,2024-10-20,27,Delayed
FN4446,PAX1902,FlyHigh,ORD,DEN,09:23,09:48,12:45,13:10,25,25,None,Medium,5,Smooth flight.,111,2024-08-14,25,Delayed
FN7116,PAX1903,FlyHigh,ORD,PHX,13:11,13:35,16:35,16:59,24,24,Crew,Medium,5,Friendly staff.,130,2024-01-15,24,Delayed
FN7596,PAX1904,FlyHigh,ATL,DEN,02:52,03:25,05:06,05:39,33,33,None,Low,4,,212,2024-07-10,33,Delayed
FN5130,PAX1905,JetStream,LAX,BOS,16:01,16:24,19:59,20:22,23,23,None,Medium,3,Delay was frustrating.,146,2024-04-28,23,Delayed
FN2059,PAX1906,FlyHigh,JFK,BOS,01:56,02:35,04:04,04:43,39,39,Technical,Low,4,Great service!,219,2024-01-28,39,Delayed
FN1594,PAX1907,AirNova,DFW,DEN,18:34,19:05,21:26,21:57,31,31,Crew,Low,3,Friendly staff.,179,2024-07-20,31,Delayed
FN1909,PAX1908,SkyJet,JFK,SEA,18:14,18:44,22:04,22:07,30,3,Weather,Medium,5,Friendly staff.,273,2024-02-08,3,Delayed
FN5098,PAX1909,FlyHigh,ATL,PHX,04:00,04:22,06:19,06:41,22,22,Weather,Medium,5,Delay was frustrating.,153,2024-09-29,22,Delayed
FN3057,PAX1910,AirNova,LAX,MIA,10:27,11:01,14:18,14:26,34,8,Weather,Medium,2,Smooth flight.,177,2024-08-18,8,Delayed
FN1394,PAX1911,SkyJet,ORD,MIA,02:57,03:27,05:02,05:05,30,3,None,Medium,4,Smooth flight.,54,2024-03-26,3,Delayed
